"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CAN","GRADRATETRY","TRY_MEN","PC","A","2005",,"M"
"CAN","GRADRATETRY","TRY_MEN","PC","A","2010",,"M"
"CAN","GRADRATETRY","TRY_MEN","PC","A","2011",,"M"
"CAN","GRADRATETRY","TRY_MEN","PC","A","2012",,"M"
"CAN","GRADRATETRY","TRY_MEN","PC","A","2013",,"M"
"CAN","GRADRATETRY","TRY_MEN","PC","A","2014",,"M"
"CAN","GRADRATETRY","TRY_MEN","PC","A","2015",,"M"
"CAN","GRADRATETRY","TRY_MEN","PC","A","2016",,"M"
"CAN","GRADRATETRY","TRY_WOMEN","PC","A","2005",,"M"
"CAN","GRADRATETRY","TRY_WOMEN","PC","A","2010",,"M"
"CAN","GRADRATETRY","TRY_WOMEN","PC","A","2011",,"M"
"CAN","GRADRATETRY","TRY_WOMEN","PC","A","2012",,"M"
"CAN","GRADRATETRY","TRY_WOMEN","PC","A","2013",,"M"
"CAN","GRADRATETRY","TRY_WOMEN","PC","A","2014",,"M"
"CAN","GRADRATETRY","TRY_WOMEN","PC","A","2015",,"M"
"CAN","GRADRATETRY","TRY_WOMEN","PC","A","2016",,"M"
"CZE","GRADRATETRY","TRY","PC","A","2005",,"M"
"CZE","GRADRATETRY","TRY","PC","A","2010",,"M"
"CZE","GRADRATETRY","TRY","PC","A","2011",,"M"
"CZE","GRADRATETRY","TRY","PC","A","2012",,"M"
"CZE","GRADRATETRY","TRY","PC","A","2013",46.302,
"CZE","GRADRATETRY","TRY","PC","A","2014",43.964,
"CZE","GRADRATETRY","TRY","PC","A","2015",41.054,
"CZE","GRADRATETRY","TRY","PC","A","2016",39.007,
"CZE","GRADRATETRY","TRY_MEN","PC","A","2005",,"M"
"CZE","GRADRATETRY","TRY_MEN","PC","A","2010",,"M"
"CZE","GRADRATETRY","TRY_MEN","PC","A","2011",,"M"
"CZE","GRADRATETRY","TRY_MEN","PC","A","2012",,"M"
"CZE","GRADRATETRY","TRY_MEN","PC","A","2013",33.27,
"CZE","GRADRATETRY","TRY_MEN","PC","A","2014",31.967,
"CZE","GRADRATETRY","TRY_MEN","PC","A","2015",29.734,
"CZE","GRADRATETRY","TRY_MEN","PC","A","2016",27.808,
"CZE","GRADRATETRY","TRY_WOMEN","PC","A","2005",,"M"
"CZE","GRADRATETRY","TRY_WOMEN","PC","A","2010",,"M"
"CZE","GRADRATETRY","TRY_WOMEN","PC","A","2011",,"M"
"CZE","GRADRATETRY","TRY_WOMEN","PC","A","2012",,"M"
"CZE","GRADRATETRY","TRY_WOMEN","PC","A","2013",59.905,
"CZE","GRADRATETRY","TRY_WOMEN","PC","A","2014",56.51,
"CZE","GRADRATETRY","TRY_WOMEN","PC","A","2015",52.92,
